wall_time,step,return
24_12_22_11_47_51,15000,9323.894
24_12_22_12_00_56,30000,9335.544
24_12_22_12_14_00,45000,9330.7295
24_12_22_12_26_58,60000,9341.063
24_12_22_12_40_00,75000,9324.253
24_12_22_12_53_05,90000,9302.479
24_12_22_13_06_09,105000,9300.189
24_12_22_13_19_35,120000,9341.678
24_12_22_13_33_09,135000,9331.331
24_12_22_13_46_46,150000,9332.182
24_12_22_14_00_16,165000,9310.661
24_12_22_14_13_52,180000,9295.446
24_12_22_14_27_23,195000,9278.443
24_12_22_14_40_58,210000,9330.51
24_12_22_14_54_32,225000,9351.049
24_12_22_15_08_08,240000,9349.614
24_12_22_15_21_37,255000,8616.447
24_12_22_15_35_15,270000,9350.538
24_12_22_15_48_51,285000,9237.761
24_12_22_16_02_29,300000,9266.784
24_12_22_16_16_04,315000,9310.155
24_12_22_16_29_30,330000,8475.826
24_12_22_16_43_09,345000,9328.15
24_12_22_16_56_47,360000,9293.046
24_12_22_17_10_24,375000,9304.135
24_12_22_17_24_02,390000,9304.928
24_12_22_17_37_31,405000,8569.1045
24_12_22_17_51_09,420000,9238.672
24_12_22_18_04_39,435000,8754.873
24_12_22_18_17_59,450000,8479.631
24_12_22_18_31_34,465000,9246.872
24_12_22_18_45_04,480000,9265.2705
24_12_22_18_58_32,495000,9314.471
24_12_22_19_11_34,510000,7581.1436
24_12_22_19_25_05,525000,9301.354
24_12_22_19_38_42,540000,9319.326
24_12_22_19_52_16,555000,9207.13
24_12_22_20_05_49,570000,9210.996
24_12_22_20_19_25,585000,9196.701
24_12_22_20_33_00,600000,9197.578
24_12_22_20_46_03,615000,7074.7666
24_12_22_20_59_36,630000,9296.839
24_12_22_21_13_06,645000,9324.191
24_12_22_21_26_41,660000,9328.283
24_12_22_21_40_12,675000,9311.916
24_12_22_21_53_44,690000,9344.256
24_12_22_22_07_12,705000,9329.107
24_12_22_22_20_48,720000,9327.783
24_12_22_22_34_19,735000,9315.961
24_12_22_22_47_52,750000,9358.89
24_12_22_23_01_31,765000,9357.783
24_12_22_23_13_47,780000,3221.0278
24_12_22_23_27_22,795000,9359.157
24_12_22_23_40_58,810000,9348.154
24_12_22_23_54_33,825000,9355.053
24_12_23_00_08_06,840000,9347.521
24_12_23_00_21_41,855000,9350.385
24_12_23_00_35_14,870000,9349.549
24_12_23_00_48_44,885000,9350.448
24_12_23_01_02_18,900000,9334.834
24_12_23_01_15_52,915000,9336.076
24_12_23_01_29_27,930000,9345.881
24_12_23_01_43_01,945000,9300.545
24_12_23_01_56_32,960000,9350.681
24_12_23_02_09_59,975000,9299.561
24_12_23_02_23_28,990000,9349.168
24_12_23_02_36_57,1005000,9341.019
24_12_23_02_50_30,1020000,9321.936
24_12_23_03_04_04,1035000,9282.721
24_12_23_03_17_39,1050000,9300.103
24_12_23_03_29_39,1065000,1945.1394
24_12_23_03_43_10,1080000,9348.346
24_12_23_03_56_36,1095000,9335.887
24_12_23_04_10_12,1110000,9342.279
24_12_23_04_22_59,1125000,5812.962
24_12_23_04_36_32,1140000,9337.14
24_12_23_04_49_55,1155000,9352.093
24_12_23_05_03_27,1170000,9321.739
24_12_23_05_16_58,1185000,9349.3955
24_12_23_05_30_26,1200000,9347.0625
24_12_23_05_44_00,1215000,9345.967
24_12_23_05_56_07,1230000,2603.0513
24_12_23_06_09_44,1245000,9339.9
24_12_23_06_23_14,1260000,9334.058
24_12_23_06_36_49,1275000,9333.736
24_12_23_06_50_20,1290000,9328.217
24_12_23_07_03_41,1305000,9334.54
24_12_23_07_17_13,1320000,9350.584
24_12_23_07_30_45,1335000,9347.8125
24_12_23_07_44_15,1350000,9336.914
24_12_23_07_57_49,1365000,9350.693
24_12_23_08_11_29,1380000,9359.444
24_12_23_08_25_04,1395000,9308.906
24_12_23_08_38_24,1410000,8481.999
24_12_23_08_51_55,1425000,9310.43
24_12_23_09_05_27,1440000,9317.994
24_12_23_09_19_01,1455000,9313.225
24_12_23_09_32_12,1470000,7993.45
24_12_23_09_45_46,1485000,9346.276
24_12_23_09_59_16,1500000,9341.3955
