wall_time,step,return
24_12_21_22_53_12,15000,861.7555
24_12_21_23_03_16,30000,729.37854
24_12_21_23_13_14,45000,1390.9164
24_12_21_23_23_13,60000,2081.8303
24_12_21_23_33_15,75000,2715.9854
24_12_21_23_42_59,90000,2210.138
24_12_21_23_52_59,105000,3994.6653
24_12_22_00_02_56,120000,4326.258
24_12_22_00_12_52,135000,4417.675
24_12_22_00_23_44,150000,4387.532
24_12_22_00_35_19,165000,4552.564
24_12_22_00_45_20,180000,5343.7236
24_12_22_00_55_13,195000,4657.6655
24_12_22_01_04_34,210000,1292.964
24_12_22_01_14_29,225000,4928.452
24_12_22_01_24_26,240000,5363.0835
24_12_22_01_34_19,255000,4796.153
24_12_22_01_44_20,270000,5696.675
24_12_22_01_54_08,285000,4418.614
24_12_22_02_03_57,300000,4516.5664
24_12_22_02_13_56,315000,5557.8887
24_12_22_02_23_53,330000,5410.909
24_12_22_02_33_50,345000,5717.8906
24_12_22_02_43_52,360000,6109.4385
24_12_22_02_53_53,375000,6191.657
24_12_22_03_03_50,390000,5567.229
24_12_22_03_13_49,405000,5925.3623
24_12_22_03_23_48,420000,5715.3125
24_12_22_03_33_44,435000,5576.5117
24_12_22_03_43_41,450000,5541.91
24_12_22_03_53_35,465000,5306.935
24_12_22_04_03_28,480000,4890.0605
24_12_22_04_13_29,495000,6092.003
24_12_22_04_23_23,510000,5158.921
24_12_22_04_33_24,525000,6299.651
24_12_22_04_43_14,540000,4852.325
24_12_22_04_53_15,555000,6184.2676
24_12_22_05_03_17,570000,6186.2188
24_12_22_05_13_14,585000,5727.371
24_12_22_05_23_11,600000,5754.362
24_12_22_05_33_13,615000,5765.474
24_12_22_05_43_14,630000,6152.13
24_12_22_05_53_15,645000,6231.151
24_12_22_06_03_17,660000,6411.0825
24_12_22_06_13_17,675000,6223.3916
24_12_22_06_23_14,690000,5959.3438
24_12_22_06_33_15,705000,6328.7314
24_12_22_06_43_34,720000,6299.8926
24_12_22_06_53_30,735000,5749.452
24_12_22_07_03_30,750000,6255.4756
24_12_22_07_13_27,765000,5899.2705
24_12_22_07_23_18,780000,4767.3022
24_12_22_07_33_16,795000,6074.3296
24_12_22_07_43_13,810000,5371.4917
24_12_22_07_53_06,825000,5030.233
24_12_22_08_03_01,840000,5698.41
24_12_22_08_12_55,855000,5596.169
24_12_22_08_22_56,870000,6457.349
24_12_22_08_32_56,885000,6436.743
24_12_22_08_42_57,900000,6545.099
24_12_22_08_52_57,915000,6506.157
24_12_22_09_02_58,930000,6499.632
24_12_22_09_12_47,945000,4908.6675
24_12_22_09_22_48,960000,6541.194
24_12_22_09_32_48,975000,6622.874
24_12_22_09_42_44,990000,5985.3228
24_12_22_09_52_45,1005000,6569.282
24_12_22_10_02_42,1020000,6086.6226
24_12_22_10_12_43,1035000,6689.871
24_12_22_10_22_44,1050000,6659.6797
24_12_22_10_32_44,1065000,6647.5806
24_12_22_10_42_46,1080000,6689.047
24_12_22_10_52_46,1095000,6704.5654
24_12_22_11_02_47,1110000,6447.596
24_12_22_11_12_48,1125000,6726.47
24_12_22_11_22_49,1140000,6778.6265
24_12_22_11_32_47,1155000,6268.667
24_12_22_11_42_48,1170000,6748.6357
24_12_22_11_52_49,1185000,6710.331
24_12_22_12_02_34,1200000,803.146
24_12_22_12_12_39,1215000,5184.8096
24_12_22_12_22_40,1230000,6505.5684
24_12_22_12_32_41,1245000,6682.294
24_12_22_12_42_31,1260000,5194.346
24_12_22_12_52_32,1275000,6641.798
24_12_22_13_02_33,1290000,6746.526
24_12_22_13_12_34,1305000,6728.9507
24_12_22_13_22_30,1320000,5991.803
24_12_22_13_32_26,1335000,5966.32
24_12_22_13_42_27,1350000,6692.6226
24_12_22_13_52_28,1365000,6664.0244
24_12_22_14_02_23,1380000,347.88983
24_12_22_14_12_26,1395000,2418.8235
24_12_22_14_22_25,1410000,5668.472
24_12_22_14_33_50,1425000,6419.1255
24_12_22_14_44_33,1440000,6410.88
24_12_22_14_54_34,1455000,6651.122
24_12_22_15_04_31,1470000,5967.086
24_12_22_15_14_32,1485000,6670.642
24_12_22_15_24_27,1500000,6632.789
