wall_time,step,return
24_12_22_11_53_32,15000,-62.568443
24_12_22_12_05_18,30000,-48.971012
24_12_22_12_17_06,45000,-40.167747
24_12_22_12_28_56,60000,-43.73376
24_12_22_12_40_38,75000,-54.08786
24_12_22_12_52_21,90000,-37.938866
24_12_22_13_04_08,105000,-66.731125
24_12_22_13_15_51,120000,-43.50227
24_12_22_13_27_24,135000,-42.771248
24_12_22_13_38_51,150000,-33.825493
24_12_22_13_50_14,165000,-44.26399
24_12_22_14_01_39,180000,-36.19743
24_12_22_14_13_28,195000,-33.94977
24_12_22_14_25_11,210000,-29.812943
24_12_22_14_36_57,225000,-29.432705
24_12_22_14_48_40,240000,-25.72905
24_12_22_15_00_27,255000,-23.668804
24_12_22_15_12_10,270000,-23.447416
24_12_22_15_24_16,285000,-23.472681
24_12_22_15_36_25,300000,-26.67429
24_12_22_15_48_31,315000,-24.455685
24_12_22_16_00_33,330000,-24.012714
24_12_22_16_12_38,345000,-22.248802
24_12_22_16_24_44,360000,-21.93878
24_12_22_16_36_42,375000,-20.864645
24_12_22_16_48_51,390000,-29.514582
24_12_22_17_00_57,405000,-23.38059
24_12_22_17_13_00,420000,-27.666946
24_12_22_17_25_07,435000,-21.80241
24_12_22_17_37_13,450000,-19.491177
24_12_22_17_49_13,465000,-22.231617
24_12_22_18_01_19,480000,-20.502682
24_12_22_18_13_26,495000,-22.519289
24_12_22_18_25_22,510000,-22.45245
24_12_22_18_37_10,525000,-22.784576
24_12_22_18_48_57,540000,-21.054699
24_12_22_19_00_47,555000,-22.475464
24_12_22_19_12_30,570000,-21.188723
24_12_22_19_24_19,585000,-23.78385
24_12_22_19_36_12,600000,-20.922623
24_12_22_19_48_01,615000,-21.005152
24_12_22_19_59_44,630000,-21.127586
24_12_22_20_11_31,645000,-93.047806
24_12_22_20_23_10,660000,-32.806664
24_12_22_20_35_02,675000,-30.972757
24_12_22_20_46_49,690000,-22.981071
24_12_22_20_58_38,705000,-22.505207
24_12_22_21_10_29,720000,-21.819021
24_12_22_21_22_20,735000,-23.19664
24_12_22_21_34_11,750000,-21.08263
24_12_22_21_46_04,765000,-20.737936
24_12_22_21_57_53,780000,-20.89617
24_12_22_22_09_18,795000,-22.311728
24_12_22_22_20_41,810000,-20.835602
24_12_22_22_32_06,825000,-21.72641
24_12_22_22_43_33,840000,-21.387278
24_12_22_22_54_59,855000,-21.929052
24_12_22_23_06_26,870000,-23.089897
24_12_22_23_17_49,885000,-22.635174
24_12_22_23_29_10,900000,-22.346294
24_12_22_23_40_35,915000,-21.798447
24_12_22_23_52_01,930000,-22.210083
24_12_23_00_03_23,945000,-21.755838
24_12_23_00_14_46,960000,-19.831903
24_12_23_00_26_11,975000,-32.230682
24_12_23_00_37_36,990000,-23.293768
24_12_23_00_49_06,1005000,-128.50816
24_12_23_01_00_34,1020000,-49.378895
24_12_23_01_11_58,1035000,-24.079144
24_12_23_01_23_20,1050000,-24.426443
24_12_23_01_34_39,1065000,-22.992947
24_12_23_01_46_01,1080000,-40.660473
24_12_23_01_57_27,1095000,-22.776642
24_12_23_02_08_52,1110000,-21.299917
24_12_23_02_20_24,1125000,-22.623785
24_12_23_02_31_51,1140000,-21.854977
24_12_23_02_43_22,1155000,-24.900013
24_12_23_02_54_50,1170000,-21.483837
24_12_23_03_06_17,1185000,-21.760353
24_12_23_03_17_46,1200000,-21.008373
24_12_23_03_29_08,1215000,-20.681564
24_12_23_03_40_33,1230000,-22.181612
24_12_23_03_51_57,1245000,-21.384344
24_12_23_04_03_23,1260000,-21.383888
24_12_23_04_14_46,1275000,-22.319237
24_12_23_04_26_06,1290000,-23.464262
24_12_23_04_37_26,1305000,-21.317024
24_12_23_04_48_49,1320000,-46.12168
24_12_23_05_00_14,1335000,-21.25616
24_12_23_05_11_38,1350000,-22.721134
24_12_23_05_22_56,1365000,-63.62876
24_12_23_05_34_15,1380000,-37.769024
24_12_23_05_45_41,1395000,-26.252712
24_12_23_05_57_05,1410000,-22.222233
24_12_23_06_08_24,1425000,-20.511509
24_12_23_06_19_46,1440000,-24.013031
24_12_23_06_31_15,1455000,-20.25956
24_12_23_06_42_36,1470000,-21.118086
24_12_23_06_54_02,1485000,-21.126362
24_12_23_07_05_30,1500000,-21.41721
